,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Poverty
159,Beaverhead,MT,0.691,0.238,4694.0,0.693,0.284,5661.0,284.0,1.0,9360.0,4694.0,4666.0,4.2,91.3,0.1,2.0,0.6,0.0,16.1
160,Becker,MN,0.637,0.305,17090.0,0.641,0.339,19418.0,696.0,4.0,33552.0,16672.0,16880.0,1.9,86.6,0.5,7.4,0.6,0.0,12.7
161,Beckham,OK,0.835,0.127,7529.0,0.851,0.132,7948.0,949.0,11.0,22971.0,12263.0,10708.0,14.2,75.7,3.3,1.4,0.9,0.1,12.6
162,Bedford,PA,0.828,0.154,23504.0,0.835,0.158,27574.0,462.0,7.0,48891.0,24404.0,24487.0,1.1,96.9,0.4,0.1,0.2,0.0,13.6
163,Bedford,TN,0.749,0.221,15300.0,0.752,0.233,19039.0,1830.0,23.0,46854.0,23127.0,23727.0,11.8,77.8,6.6,0.1,0.4,0.1,16.9
164,Bedford,VA,0.725,0.231,42186.0,0.734,0.251,48484.0,1308.0,18.0,77319.0,38012.0,39307.0,2.0,88.2,7.0,0.1,1.3,0.0,8.9
165,Bee,TX,0.561,0.407,8458.0,0.638,0.349,9405.0,1868.0,39.0,32729.0,19883.0,12846.0,58.2,32.2,8.2,0.5,0.5,0.0,19.7
166,Belknap,NH,0.56,0.392,34497.0,,,,248.0,5.0,60383.0,29705.0,30678.0,1.6,95.3,0.5,0.2,1.0,0.0,9.1
167,Bell,KY,0.799,0.177,9718.0,0.81,0.178,10044.0,825.0,17.0,27469.0,13385.0,14084.0,0.3,94.5,3.3,0.1,0.2,0.0,38.0
168,Bell,TX,0.551,0.4,93999.0,0.533,0.445,125867.0,6560.0,100.0,336506.0,168147.0,168359.0,24.0,47.2,21.0,0.3,2.8,0.7,14.3
169,Belmont,OH,0.679,0.283,30537.0,0.71,0.277,32534.0,885.0,27.0,68889.0,35167.0,33722.0,0.9,93.0,4.1,0.2,0.4,0.0,14.1
170,Beltrami,MN,0.506,0.408,21316.0,0.505,0.473,24131.0,1016.0,11.0,45847.0,22775.0,23072.0,2.2,72.5,0.9,20.4,0.8,0.1,19.0
171,Ben Hill,GA,0.63,0.354,5923.0,0.627,0.365,6560.0,887.0,34.0,17272.0,8259.0,9013.0,6.0,56.5,36.2,0.0,0.2,0.0,30.4
172,Benewah,ID,0.74,0.186,4192.0,0.78,0.197,4972.0,188.0,3.0,9050.0,4568.0,4482.0,3.4,84.7,0.2,8.1,1.0,0.2,15.8
173,Bennett,SD,0.58,0.359,1149.0,0.587,0.394,1183.0,220.0,5.0,3440.0,1567.0,1873.0,7.3,31.0,0.2,47.2,0.2,0.0,38.1
174,Bennington,VT,0.362,0.584,16345.0,0.349,0.616,7096.0,142.0,1.0,36054.0,17689.0,18365.0,1.8,94.7,0.8,0.1,0.4,0.0,12.8
175,Benson,ND,0.478,0.434,1940.0,0.558,0.419,1961.0,557.0,10.0,6875.0,3520.0,3355.0,0.9,41.3,0.0,55.7,0.1,0.0,33.3
176,Bent,CO,0.616,0.307,1892.0,0.659,0.324,2229.0,18.0,0.0,5806.0,3767.0,2039.0,32.0,60.8,6.1,0.5,0.4,0.0,24.5
177,Benton,AR,0.629,0.289,96556.0,0.618,0.352,119166.0,8619.0,125.0,251823.0,124632.0,127191.0,16.3,74.2,1.6,1.4,3.7,0.5,10.5
178,Benton,IA,0.601,0.341,13690.0,0.628,0.352,14627.0,733.0,4.0,25646.0,12786.0,12860.0,1.4,96.6,0.7,0.1,0.3,0.0,8.7
179,Benton,IN,0.706,0.235,3654.0,0.731,0.245,4115.0,123.0,1.0,8685.0,4349.0,4336.0,5.1,92.8,0.9,0.0,0.2,0.0,14.9
180,Benton,MN,0.646,0.283,19911.0,0.647,0.328,22219.0,1134.0,14.0,39360.0,19652.0,19708.0,2.2,91.5,2.8,0.3,1.1,0.0,14.1
181,Benton,MO,0.753,0.211,9584.0,0.774,0.208,10478.0,504.0,7.0,18918.0,9308.0,9610.0,1.9,95.3,0.4,0.4,0.1,0.0,18.6
182,Benton,MS,0.561,0.429,3996.0,0.6,0.39,4257.0,376.0,11.0,8306.0,4257.0,4049.0,2.5,60.2,36.6,0.0,0.0,0.0,20.2
183,Benton,OR,0.286,0.624,45577.0,0.282,0.679,52719.0,465.0,6.0,88249.0,44598.0,43651.0,7.1,81.3,1.0,0.5,6.6,0.3,20.7
184,Benton,TN,0.746,0.233,6322.0,0.781,0.21,7250.0,441.0,10.0,16154.0,7794.0,8360.0,2.2,93.2,3.4,0.3,0.0,0.0,22.3
185,Benton,WA,0.597,0.329,70499.0,0.592,0.377,100997.0,5385.0,135.0,190529.0,95438.0,95091.0,20.8,71.6,1.4,0.6,2.5,0.1,13.4
186,Benzie,MI,0.542,0.402,10221.0,0.538,0.447,12259.0,145.0,2.0,17462.0,8694.0,8768.0,2.4,93.9,0.3,1.4,0.4,0.0,10.0
187,Bergen,NJ,0.425,0.545,383965.0,0.408,0.578,448647.0,25526.0,2063.0,937920.0,454204.0,483716.0,18.9,57.8,5.3,0.1,16.2,0.0,7.2
188,Berkeley,SC,0.56,0.386,78919.0,0.549,0.433,104458.0,6232.0,95.0,204632.0,101773.0,102859.0,6.3,64.0,23.9,0.4,2.3,0.1,12.8
189,Berkeley,WV,0.66,0.287,42770.0,0.652,0.327,49146.0,1692.0,18.0,111610.0,54961.0,56649.0,4.0,84.6,7.2,0.1,1.1,0.1,13.0
190,Berks,PA,0.529,0.427,175934.0,0.534,0.452,198260.0,9648.0,425.0,415500.0,204283.0,211217.0,19.6,73.2,4.1,0.1,1.4,0.0,13.6
191,Berkshire,MA,0.26,0.675,64507.0,,,,789.0,52.0,127751.0,61741.0,66010.0,4.3,89.0,2.6,0.2,1.6,0.0,11.3
192,Bernalillo,NM,0.345,0.522,272004.0,0.367,0.609,315332.0,11859.0,212.0,674855.0,330743.0,344112.0,49.5,39.5,2.5,4.0,2.3,0.1,18.0
193,Berrien,GA,0.824,0.159,6563.0,0.829,0.164,7743.0,503.0,14.0,19014.0,9297.0,9717.0,4.9,82.3,10.8,0.2,1.0,0.0,23.7
194,Berrien,MI,0.538,0.41,71882.0,0.528,0.454,82378.0,2985.0,86.0,154948.0,75835.0,79113.0,5.2,75.1,14.6,0.3,1.9,0.0,17.2
195,Bertie,NC,0.371,0.622,9380.0,0.39,0.604,9676.0,737.0,20.0,19913.0,10057.0,9856.0,2.1,34.3,61.6,0.6,0.6,0.0,22.0
196,Bexar,TX,0.41,0.545,586038.0,0.402,0.583,756021.0,66064.0,1414.0,1892004.0,932577.0,959427.0,59.8,28.4,7.0,0.2,2.6,0.1,16.4
197,Bibb,AL,0.77,0.214,8748.0,0.784,0.207,9573.0,878.0,15.0,22580.0,12251.0,10329.0,2.4,74.6,22.0,0.4,0.0,0.0,15.2
198,Bibb,GA,0.387,0.589,58327.0,0.375,0.614,70802.0,6707.0,200.0,153923.0,72312.0,81611.0,3.2,39.3,54.0,0.2,1.9,0.0,26.7
199,Bienville,LA,0.536,0.447,7005.0,0.552,0.435,7050.0,623.0,35.0,13806.0,6692.0,7114.0,1.7,54.3,41.5,0.1,0.0,0.0,25.3
200,Big Horn,MT,0.44,0.494,4168.0,0.468,0.514,4669.0,1400.0,38.0,13290.0,6566.0,6724.0,5.6,27.7,0.1,65.0,0.1,0.0,26.8
201,Big Horn,WY,0.801,0.117,5079.0,0.836,0.137,5752.0,263.0,7.0,11920.0,6015.0,5905.0,8.8,88.2,0.6,0.9,0.4,0.1,13.0
202,Big Stone,MN,0.589,0.337,2729.0,0.627,0.354,2972.0,177.0,1.0,5039.0,2489.0,2550.0,1.4,98.0,0.3,0.0,0.0,0.0,11.7
203,Billings,ND,0.831,0.098,592.0,0.852,0.113,635.0,34.0,0.0,983.0,566.0,417.0,4.1,94.4,0.9,0.6,0.0,0.0,10.3
204,Bingham,ID,0.656,0.176,16625.0,0.761,0.205,20094.0,1664.0,23.0,45369.0,22732.0,22637.0,17.9,74.0,0.3,4.9,0.9,0.0,13.1
205,Black Hawk,IA,0.433,0.506,63221.0,0.445,0.535,66549.0,6448.0,103.0,132960.0,65251.0,67709.0,4.2,82.2,8.8,0.2,2.1,0.2,15.9
206,Blackford,IN,0.695,0.258,4822.0,0.717,0.257,5354.0,287.0,6.0,12214.0,6047.0,6167.0,1.5,96.0,0.2,0.2,0.5,0.0,12.8
207,Bladen,NC,0.541,0.446,15743.0,0.566,0.428,17009.0,1105.0,19.0,34130.0,16241.0,17889.0,7.5,54.2,34.4,2.3,0.0,0.0,24.5
208,Blaine,ID,0.311,0.598,10723.0,0.303,0.671,13288.0,916.0,7.0,21583.0,11040.0,10543.0,21.0,76.5,0.3,0.0,1.0,0.0,14.8
209,Blaine,MT,0.476,0.449,2645.0,0.471,0.509,3121.0,349.0,7.0,6646.0,3316.0,3330.0,2.5,46.2,0.2,49.1,0.0,0.2,32.7
210,Blaine,NE,0.872,0.096,313.0,0.883,0.11,317.0,4.0,0.0,502.0,256.0,246.0,0.0,98.0,0.0,0.0,0.6,1.4,9.8
211,Blaine,OK,0.76,0.187,3793.0,0.804,0.176,3901.0,225.0,1.0,9680.0,5070.0,4610.0,9.8,74.0,3.9,6.9,0.1,0.0,15.0
212,Blair,PA,0.715,0.252,52029.0,0.712,0.278,62784.0,1456.0,32.0,124736.0,61106.0,63630.0,1.2,94.8,1.5,0.0,0.7,0.0,15.2
213,Blanco,TX,0.743,0.219,5669.0,0.732,0.257,7419.0,163.0,6.0,11089.0,5576.0,5513.0,19.1,77.6,0.0,0.0,0.6,0.0,10.8
214,Bland,VA,0.823,0.145,3124.0,0.835,0.153,3475.0,79.0,5.0,6524.0,3617.0,2907.0,0.5,94.3,4.8,0.0,0.0,0.0,8.3
215,Bleckley,GA,0.753,0.222,4934.0,0.758,0.23,5706.0,515.0,27.0,12779.0,5909.0,6870.0,2.7,68.8,27.7,0.1,0.2,0.0,23.0
216,Bledsoe,TN,0.779,0.193,4650.0,0.821,0.169,5758.0,1047.0,4.0,14413.0,8385.0,6028.0,2.1,89.2,4.0,1.1,0.3,0.0,20.7
217,Blount,AL,0.899,0.085,25384.0,0.896,0.096,27459.0,2095.0,25.0,57667.0,28490.0,29177.0,9.0,87.4,1.5,0.3,0.1,0.0,15.6
218,Blount,TN,0.721,0.233,51849.0,0.712,0.269,66306.0,3602.0,41.0,127135.0,61640.0,65495.0,3.1,91.4,2.5,0.3,0.7,0.1,13.0
219,Blue Earth,MN,0.471,0.434,33256.0,0.465,0.51,35969.0,2207.0,7.0,65767.0,33054.0,32713.0,3.2,88.9,3.3,0.3,2.1,0.0,18.1
220,Boise,ID,0.701,0.204,3812.0,0.722,0.251,4840.0,87.0,2.0,6968.0,3678.0,3290.0,4.1,91.8,0.2,1.0,0.7,0.0,11.3
221,Bolivar,MS,0.331,0.655,12831.0,0.366,0.619,11631.0,2072.0,79.0,33121.0,15613.0,17508.0,2.1,32.4,64.2,0.3,0.9,0.0,37.4
222,Bollinger,MO,0.851,0.124,5669.0,0.863,0.125,5981.0,553.0,3.0,12347.0,6180.0,6167.0,1.2,96.5,0.4,0.7,0.4,0.0,19.9
223,Bon Homme,SD,0.708,0.237,2974.0,0.745,0.24,3001.0,1016.0,1.0,6972.0,4057.0,2915.0,3.0,87.4,1.3,5.0,1.4,0.0,10.3
224,Bond,IL,0.655,0.277,7462.0,0.692,0.281,8109.0,544.0,9.0,17034.0,8767.0,8267.0,3.5,87.8,6.1,0.2,1.2,0.0,15.7
225,Bonner,ID,0.608,0.306,16815.0,0.672,0.304,27352.0,527.0,1.0,41855.0,20980.0,20875.0,2.9,93.6,0.1,0.6,0.7,0.1,14.0
226,Bonneville,ID,0.604,0.202,44212.0,0.7,0.264,53995.0,4764.0,38.0,110404.0,55082.0,55322.0,12.7,83.6,0.5,0.3,0.8,0.2,11.9
227,Boone,AR,0.759,0.182,16098.0,0.798,0.179,17103.0,1099.0,36.0,37212.0,18198.0,19014.0,2.3,94.2,0.4,1.1,0.5,0.1,15.8
228,Boone,IA,0.533,0.395,13984.0,0.568,0.412,15306.0,797.0,9.0,26381.0,13280.0,13101.0,2.5,94.6,0.4,0.1,0.4,0.7,9.4
229,Boone,IL,0.542,0.396,22604.0,0.558,0.42,24672.0,2171.0,26.0,53638.0,26755.0,26883.0,21.0,74.0,2.1,0.3,1.2,0.0,10.6
230,Boone,IN,0.613,0.318,32061.0,0.581,0.396,38500.0,1421.0,51.0,63013.0,31211.0,31802.0,2.7,91.6,1.6,0.2,2.6,0.0,6.1
231,Boone,KY,0.679,0.261,57570.0,0.669,0.312,66953.0,2338.0,25.0,127682.0,63122.0,64560.0,4.1,88.4,3.0,0.1,2.3,0.0,7.6
232,Boone,MO,0.434,0.493,83312.0,0.424,0.549,91004.0,6443.0,15.0,174589.0,84812.0,89777.0,3.3,79.5,8.5,0.1,4.2,0.1,18.7
233,Boone,NE,0.802,0.144,2867.0,0.825,0.155,3217.0,170.0,0.0,5357.0,2691.0,2666.0,2.0,96.7,0.5,0.0,0.1,0.1,7.3
234,Boone,WV,0.749,0.206,8654.0,0.756,0.226,9012.0,408.0,3.0,23236.0,11530.0,11706.0,0.6,97.8,0.8,0.0,0.2,0.0,24.4
235,Borden,TX,0.904,0.085,365.0,0.959,0.039,412.0,2.0,0.0,602.0,309.0,293.0,7.6,92.4,0.0,0.0,0.0,0.0,2.8
236,Bosque,TX,0.811,0.164,7797.0,0.819,0.171,9094.0,418.0,11.0,17955.0,8831.0,9124.0,17.6,78.7,1.4,0.3,0.3,0.0,15.6
237,Bossier,LA,0.712,0.254,49818.0,0.697,0.287,54655.0,4381.0,122.0,125698.0,62214.0,63484.0,6.5,67.6,21.6,0.5,1.5,0.1,16.4
238,Botetourt,VA,0.717,0.241,18641.0,0.717,0.271,21071.0,479.0,12.0,33149.0,16421.0,16728.0,1.6,93.0,3.0,0.3,0.9,0.0,7.7
239,Bottineau,ND,0.722,0.214,3437.0,0.742,0.237,3471.0,345.0,17.0,6651.0,3478.0,3173.0,2.2,92.0,0.8,2.4,0.3,0.0,8.6
240,Boulder,CO,0.219,0.706,176735.0,0.203,0.776,193656.0,5988.0,88.0,316782.0,159112.0,157670.0,13.8,78.2,0.8,0.2,4.5,0.1,13.1
241,Boundary,ID,0.736,0.181,5150.0,0.782,0.193,6313.0,203.0,1.0,11323.0,5655.0,5668.0,4.6,90.9,0.2,1.3,0.5,0.4,18.3
242,Bourbon,KS,0.729,0.221,5918.0,0.75,0.23,6550.0,306.0,3.0,14757.0,7315.0,7442.0,2.5,90.5,3.2,0.7,0.9,0.0,17.6
243,Bourbon,KY,0.633,0.317,8795.0,0.642,0.342,9643.0,335.0,1.0,20017.0,9706.0,10311.0,6.7,85.2,7.2,0.0,0.3,0.0,16.6
244,Bowie,TX,0.723,0.256,34470.0,0.708,0.28,38194.0,2040.0,77.0,93635.0,47173.0,46462.0,7.4,64.5,23.9,0.8,1.0,0.0,17.9
245,Bowman,ND,0.817,0.128,1769.0,0.842,0.138,1657.0,148.0,2.0,3226.0,1544.0,1682.0,5.1,92.6,0.1,1.2,0.0,0.0,8.5
246,Box Butte,NE,0.746,0.2,4761.0,0.772,0.203,5181.0,280.0,1.0,11200.0,5671.0,5529.0,12.1,82.3,0.6,2.8,0.3,0.3,10.9
247,Box Elder,UT,0.624,0.11,16548.0,0.798,0.166,26312.0,0.0,0.0,52182.0,26423.0,25759.0,9.1,87.3,0.5,1.0,0.8,0.1,10.2
248,Boyd,KY,0.664,0.294,20454.0,0.658,0.326,21741.0,743.0,22.0,48486.0,24180.0,24306.0,1.7,93.3,2.4,0.1,0.3,0.0,19.3
249,Boyd,NE,0.856,0.112,1142.0,0.876,0.117,1153.0,78.0,0.0,2049.0,1038.0,1011.0,0.7,95.0,0.5,1.5,0.9,0.0,9.8
250,Boyle,KY,0.621,0.331,12938.0,0.613,0.366,14467.0,491.0,0.0,29773.0,14883.0,14890.0,3.2,85.9,7.1,0.2,0.8,0.0,15.5
251,Bracken,KY,0.769,0.2,3527.0,0.8,0.188,4244.0,75.0,1.0,8330.0,4186.0,4144.0,1.6,96.4,0.0,0.2,0.5,0.0,21.4
252,Bradford,FL,0.737,0.242,12098.0,0.757,0.232,13650.0,1241.0,15.0,26775.0,14754.0,12021.0,3.8,74.5,19.1,0.3,0.6,0.0,18.8
253,Bradford,PA,0.707,0.247,25399.0,0.716,0.267,30143.0,895.0,15.0,61546.0,30348.0,31198.0,1.4,96.1,0.6,0.1,0.6,0.0,12.2
254,Bradley,AR,0.592,0.361,3652.0,0.64,0.332,3644.0,373.0,8.0,10994.0,5262.0,5732.0,14.8,55.9,29.1,0.0,0.0,0.0,26.4
255,Bradley,TN,0.775,0.184,38392.0,0.766,0.214,45968.0,3754.0,24.0,103666.0,50468.0,53198.0,5.8,86.5,4.9,0.1,1.1,0.0,18.0
256,Branch,MI,0.669,0.287,16490.0,0.685,0.3,20541.0,973.0,11.0,43543.0,22517.0,21026.0,4.5,90.9,2.3,0.3,0.5,0.0,15.9
257,Brantley,GA,0.885,0.098,6285.0,0.903,0.09,7746.0,473.0,13.0,18411.0,9070.0,9341.0,2.1,92.6,3.1,0.1,0.7,0.1,21.8
258,Braxton,WV,0.694,0.26,5063.0,0.727,0.257,5664.0,73.0,0.0,14345.0,7172.0,7173.0,1.0,97.1,0.3,0.1,0.0,0.2,22.1
259,Brazoria,TX,0.604,0.358,120296.0,0.584,0.401,154037.0,12501.0,185.0,345995.0,175156.0,170839.0,29.7,49.1,12.9,0.3,6.2,0.0,9.9
260,Brazos,TX,0.585,0.349,66036.0,0.56,0.416,84753.0,7782.0,75.0,214231.0,108478.0,105753.0,25.1,56.7,10.2,0.1,6.0,0.0,26.0
261,Breathitt,KY,0.696,0.268,5735.0,0.753,0.23,5667.0,153.0,1.0,13276.0,6675.0,6601.0,0.9,97.0,1.0,0.2,0.2,0.0,36.0
262,Breckinridge,KY,0.739,0.223,8771.0,0.755,0.23,10197.0,219.0,2.0,19991.0,10028.0,9963.0,1.3,94.7,1.7,0.1,0.4,0.0,17.7
263,Bremer,IA,0.539,0.401,13350.0,0.57,0.41,14534.0,790.0,9.0,24741.0,12195.0,12546.0,1.4,95.3,0.9,0.2,1.1,0.0,7.7
264,Brevard,FL,0.578,0.38,314337.0,0.576,0.412,360666.0,11780.0,375.0,568183.0,277666.0,290517.0,9.7,75.3,9.8,0.3,2.4,0.1,13.4
265,Brewster,TX,0.491,0.442,4226.0,0.51,0.468,4805.0,256.0,5.0,9220.0,4464.0,4756.0,44.2,51.7,0.1,1.7,1.1,0.0,10.9
266,Briscoe,TX,0.851,0.124,734.0,0.883,0.106,724.0,25.0,1.0,1591.0,796.0,795.0,32.2,60.6,1.7,0.0,0.0,1.0,13.9
267,Bristol,MA,0.426,0.519,246068.0,,,,12812.0,763.0,557016.0,269719.0,287297.0,7.3,82.8,3.5,0.0,2.2,0.0,12.2
268,Bristol,RI,0.36,0.588,24725.0,0.397,0.587,11557.0,558.0,19.0,49028.0,23625.0,25403.0,2.7,92.7,1.3,0.0,2.0,0.0,7.0
269,Bristol city,VA,0.701,0.263,6966.0,0.687,0.297,7785.0,,,17077.0,7974.0,9103.0,0.5,87.9,7.7,0.0,0.0,0.0,21.3
270,Broadwater,MT,0.751,0.182,3102.0,0.774,0.205,4056.0,92.0,0.0,5755.0,2896.0,2859.0,2.6,94.4,0.1,1.5,0.0,0.0,7.8
271,Bronx,NY,0.096,0.887,358857.0,0.169,0.825,329638.0,55912.0,4996.0,1455846.0,685636.0,770210.0,55.7,9.5,29.4,0.2,3.6,0.0,29.7
272,Brooke,WV,0.689,0.267,9540.0,0.708,0.277,10656.0,249.0,4.0,23067.0,11287.0,11780.0,0.9,95.8,1.7,0.0,0.4,0.2,13.0
273,Brookings,SD,0.532,0.385,12680.0,0.549,0.419,14567.0,1545.0,6.0,33697.0,17153.0,16544.0,2.6,91.0,1.4,1.1,2.9,0.0,15.9
274,Brooks,GA,0.587,0.399,6268.0,0.6,0.393,7100.0,553.0,26.0,15629.0,7531.0,8098.0,5.6,56.8,33.6,0.0,0.8,0.0,23.6
275,Brooks,TX,0.236,0.746,2596.0,0.402,0.592,2484.0,365.0,23.0,7251.0,3750.0,3501.0,94.1,5.8,0.1,0.0,0.0,0.0,41.5
276,Broome,NY,0.49,0.453,77657.0,0.53,0.446,72376.0,3738.0,98.0,196124.0,96409.0,99715.0,4.0,84.0,5.1,0.2,4.2,0.0,17.1
277,Broomfield,CO,0.382,0.523,37342.0,0.35,0.624,46297.0,1091.0,42.0,64283.0,31920.0,32363.0,12.1,77.6,1.0,0.3,6.4,0.0,5.2
278,Broward,FL,0.314,0.665,822837.0,0.347,0.645,959418.0,86961.0,1526.0,1890416.0,920265.0,970151.0,28.4,38.2,27.4,0.2,3.5,0.0,14.0
279,Brown,IL,0.76,0.203,2336.0,0.765,0.192,2523.0,127.0,0.0,6791.0,4360.0,2431.0,3.6,73.6,21.3,0.0,0.6,0.0,11.6
280,Brown,IN,0.634,0.318,7908.0,0.644,0.337,8886.0,160.0,3.0,15007.0,7439.0,7568.0,1.6,95.9,0.5,0.0,0.7,0.0,10.6
281,Brown,KS,0.722,0.215,3960.0,0.729,0.247,4396.0,249.0,5.0,9736.0,4680.0,5056.0,4.2,83.4,0.9,7.7,0.6,0.1,13.2
282,Brown,MN,0.637,0.275,13663.0,0.653,0.325,14630.0,384.0,3.0,25243.0,12550.0,12693.0,4.1,93.9,0.3,0.1,0.7,0.1,8.1
283,Brown,NE,0.874,0.097,1579.0,0.876,0.113,1676.0,86.0,0.0,3058.0,1468.0,1590.0,1.2,96.5,0.0,0.2,0.4,0.0,16.0
284,Brown,OH,0.745,0.223,19139.0,0.779,0.21,20586.0,485.0,3.0,43799.0,21693.0,22106.0,0.9,96.6,0.8,0.1,0.3,0.0,17.8
285,Brown,SD,0.597,0.338,16113.0,0.603,0.373,17547.0,2220.0,6.0,38637.0,18909.0,19728.0,2.5,88.6,1.6,3.4,2.6,0.0,11.0
286,Brown,TX,0.861,0.116,13949.0,0.858,0.132,15940.0,701.0,28.0,37787.0,18741.0,19046.0,21.5,72.7,3.6,0.2,0.6,0.0,16.4
287,Brown,WI,0.527,0.419,127497.0,0.527,0.455,144011.0,16210.0,103.0,258004.0,128020.0,129984.0,8.3,81.6,2.2,2.2,3.1,0.0,11.3
288,Brule,SD,0.684,0.25,2288.0,0.703,0.27,2490.0,317.0,2.0,5280.0,2626.0,2654.0,2.5,84.8,0.0,9.8,0.3,0.0,14.6
289,Brunswick,NC,0.631,0.344,67255.0,0.621,0.37,89183.0,2250.0,49.0,122586.0,59412.0,63174.0,4.7,81.6,10.5,0.3,0.6,0.1,14.1
290,Brunswick,VA,0.398,0.585,7645.0,0.422,0.573,7948.0,424.0,5.0,16435.0,8557.0,7878.0,2.1,41.1,54.1,0.2,0.5,0.0,20.9
291,Bryan,GA,0.698,0.266,15063.0,0.667,0.316,21340.0,1313.0,16.0,34883.0,17313.0,17570.0,6.6,74.3,14.6,0.5,1.5,0.0,14.1
292,Bryan,OK,0.759,0.203,13775.0,0.773,0.208,15976.0,1655.0,14.0,45068.0,21890.0,23178.0,5.6,71.9,1.8,15.1,0.5,0.1,17.5
293,Buchanan,IA,0.543,0.391,10137.0,0.596,0.387,10764.0,554.0,5.0,21101.0,10497.0,10604.0,1.5,96.4,0.3,0.3,0.6,0.0,7.8
294,Buchanan,MO,0.599,0.338,35563.0,0.612,0.366,36713.0,3093.0,43.0,89425.0,44847.0,44578.0,6.4,83.8,5.4,0.2,1.0,0.2,17.3
295,Buchanan,VA,0.791,0.187,9220.0,0.836,0.16,9942.0,276.0,4.0,22611.0,11378.0,11233.0,0.3,95.4,2.8,0.5,0.5,0.0,26.5
296,Buckingham,VA,0.545,0.429,7284.0,0.56,0.428,8108.0,763.0,9.0,17048.0,9465.0,7583.0,2.4,61.1,34.3,0.3,0.3,0.1,16.6
297,Bucks,PA,0.478,0.484,342572.0,0.473,0.516,389093.0,10513.0,626.0,626486.0,307319.0,319167.0,5.0,84.8,3.8,0.2,4.5,0.0,6.1
298,Buena Vista,IA,0.598,0.349,8179.0,0.62,0.362,8072.0,2356.0,12.0,20369.0,10254.0,10115.0,25.0,61.4,2.6,0.0,8.9,1.3,13.7
299,Buena Vista city,VA,0.598,0.289,2395.0,0.662,0.293,2815.0,,,6495.0,2945.0,3550.0,0.7,88.3,2.5,0.0,7.3,0.0,20.8
300,Buffalo,NE,0.704,0.229,20477.0,0.705,0.269,23589.0,2011.0,19.0,48834.0,24367.0,24467.0,8.7,87.4,1.1,0.1,1.3,0.0,14.4
301,Buffalo,SD,0.349,0.604,490.0,0.333,0.641,549.0,272.0,4.0,2048.0,984.0,1064.0,2.4,11.8,0.4,81.3,0.0,2.0,40.5
302,Buffalo,WI,0.585,0.366,6921.0,0.618,0.366,7816.0,338.0,3.0,13243.0,6740.0,6503.0,2.2,95.9,0.5,0.3,0.0,0.0,10.7
303,Bullitt,KY,0.727,0.229,36054.0,0.732,0.251,41964.0,1617.0,15.0,78622.0,39131.0,39491.0,1.8,94.9,0.6,0.2,0.6,0.1,10.2
304,Bulloch,GA,0.599,0.365,24151.0,0.611,0.374,30084.0,3128.0,33.0,73742.0,36288.0,37454.0,3.7,64.0,28.5,0.2,1.5,0.0,30.4
305,Bullock,AL,0.242,0.751,4701.0,0.248,0.747,4603.0,655.0,17.0,10478.0,5616.0,4862.0,0.3,21.6,75.6,1.0,0.7,0.0,28.5
306,Buncombe,NC,0.411,0.557,134507.0,0.387,0.599,160855.0,4306.0,108.0,252268.0,121002.0,131266.0,6.4,83.7,6.1,0.4,1.2,0.1,13.2
307,Bureau,IL,0.568,0.369,16303.0,0.599,0.381,17182.0,1022.0,19.0,33619.0,16506.0,17113.0,8.8,88.4,0.8,0.1,0.8,0.0,12.6
308,Burke,GA,0.48,0.506,9350.0,0.505,0.488,10684.0,901.0,12.0,22645.0,10752.0,11893.0,3.1,47.0,49.1,0.0,0.3,0.0,29.2
309,Burke,NC,0.684,0.29,37638.0,0.697,0.294,44182.0,2798.0,52.0,88898.0,43908.0,44990.0,5.9,82.3,5.9,0.5,3.6,0.1,19.3
310,Burke,ND,0.853,0.114,1031.0,0.86,0.119,1144.0,86.0,1.0,2253.0,1198.0,1055.0,1.6,93.4,0.4,2.8,0.0,0.0,7.3
311,Burleigh,ND,0.693,0.232,46874.0,0.685,0.283,50753.0,7486.0,79.0,92372.0,46218.0,46154.0,2.2,89.9,1.7,3.7,0.7,0.0,8.5
312,Burleson,TX,0.765,0.215,6945.0,0.783,0.208,8604.0,482.0,6.0,17596.0,8781.0,8815.0,20.1,65.7,12.3,0.2,0.3,0.0,15.1
313,Burlington,NJ,0.408,0.556,194988.0,0.39,0.593,242911.0,8721.0,516.0,449192.0,220995.0,228197.0,7.6,68.3,15.7,0.0,4.8,0.0,6.4
314,Burnet,TX,0.766,0.199,19046.0,0.76,0.228,24646.0,1096.0,15.0,45017.0,22234.0,22783.0,21.9,74.1,1.5,0.6,0.7,0.0,12.3
315,Burnett,WI,0.621,0.338,8719.0,0.637,0.352,10141.0,328.0,6.0,15239.0,7798.0,7441.0,1.7,90.6,0.5,4.1,0.3,0.0,14.6
316,Burt,NE,0.67,0.263,3523.0,0.692,0.285,3731.0,152.0,1.0,6546.0,3231.0,3315.0,2.7,93.6,0.6,1.8,0.4,0.0,12.3
317,Butler,AL,0.563,0.428,8685.0,0.576,0.418,9466.0,1024.0,41.0,20126.0,9416.0,10710.0,0.3,52.2,44.7,0.1,1.1,0.0,24.4
