California,CA,Sonoma,0.24,0.76,211843,0.24,0.76,261763
California,CA,Stanislaus,0.49,0.51,160141,0.5,0.5,209986
California,CA,Sutter,0.58,0.42,31252,0.58,0.42,41742
California,CA,Tehama,0.69,0.31,22303,0.68,0.32,28052
California,CA,Trinity,0.56,0.44,5026,0.53,0.47,6039
California,CA,Tulare,0.55,0.45,105884,0.54,0.46,143684
California,CA,Tuolumne,0.61,0.39,23674,0.6,0.4,29667
California,CA,Ventura,0.4,0.6,326725,0.39,0.61,413595
California,CA,Yolo,0.27,0.73,75491,0.29,0.71,94890
California,CA,Yuba,0.62,0.38,21080,0.61,0.39,28906
Colorado,CO,Adams,0.45,0.55,176640,0.42,0.58,229859
Colorado,CO,Alamosa,0.49,0.51,6235,0.5,0.5,7572
Colorado,CO,Arapahoe,0.42,0.58,276938,0.37,0.63,340930
Colorado,CO,Archuleta,0.63,0.37,6764,0.58,0.42,8927
Colorado,CO,Baca,0.86,0.14,2036,0.85,0.15,2184
Colorado,CO,Bent,0.67,0.33,1778,0.67,0.33,2235
Colorado,CO,Boulder,0.24,0.76,173730,0.21,0.79,201590
Colorado,CO,Broomfield,0.42,0.58,34098,0.36,0.64,45372
Colorado,CO,Chaffee,0.52,0.48,10279,0.46,0.54,13382
Colorado,CO,Cheyenne,0.88,0.12,1057,0.88,0.12,1124
Colorado,CO,Clear Creek,0.49,0.51,5304,0.43,0.57,6358
Colorado,CO,Conejos,0.52,0.48,3685,0.54,0.46,4245
Colorado,CO,Costilla,0.34,0.66,1713,0.36,0.64,2052
Colorado,CO,Crowley,0.76,0.24,1418,0.74,0.26,1708
Colorado,CO,Custer,0.72,0.28,2858,0.69,0.31,3586
Colorado,CO,Delta,0.74,0.26,15742,0.69,0.31,18968
Colorado,CO,Denver,0.2,0.8,307241,0.19,0.81,384911
Colorado,CO,Dolores,0.8,0.2,1186,0.76,0.24,1430
Colorado,CO,Douglas,0.6,0.4,171230,0.54,0.46,225923
Colorado,CO,Eagle,0.39,0.61,23089,0.35,0.65,28480
Colorado,CO,El Paso,0.62,0.38,287238,0.56,0.44,364769
Colorado,CO,Elbert,0.79,0.21,14839,0.76,0.24,18517
Colorado,CO,Fremont,0.74,0.26,20419,0.7,0.3,24886
Colorado,CO,Garfield,0.54,0.46,24403,0.49,0.51,30144
Colorado,CO,Gilpin,0.49,0.51,3200,0.45,0.55,4056
Colorado,CO,Grand,0.57,0.43,7852,0.51,0.49,9593
Colorado,CO,Gunnison,0.39,0.61,8417,0.34,0.66,10867
Colorado,CO,Hinsdale,0.63,0.37,536,0.58,0.42,608
Colorado,CO,Huerfano,0.54,0.46,3516,0.51,0.49,4279
Colorado,CO,Jackson,0.79,0.21,800,0.8,0.2,856
Colorado,CO,Jefferson,0.46,0.54,298953,0.4,0.6,366813
Colorado,CO,Kiowa,0.89,0.11,819,0.89,0.11,893
Colorado,CO,Kit Carson,0.85,0.15,3503,0.83,0.17,3806
Colorado,CO,La Plata,0.45,0.55,28112,0.41,0.59,34781
Colorado,CO,Lake,0.44,0.56,2886,0.39,0.61,3800
Colorado,CO,Larimer,0.47,0.53,176543,0.42,0.58,217609
Colorado,CO,Las Animas,0.58,0.42,6360,0.55,0.45,7781
Colorado,CO,Lincoln,0.82,0.18,2301,0.82,0.18,2605
Colorado,CO,Logan,0.8,0.2,9133,0.78,0.22,10305
Colorado,CO,Mesa,0.7,0.3,71508,0.64,0.36,88430
Colorado,CO,Mineral,0.59,0.41,581,0.57,0.43,744
Colorado,CO,Moffat,0.86,0.14,6179,0.82,0.18,6873
Colorado,CO,Montezuma,0.66,0.34,11826,0.61,0.39,15142
Colorado,CO,Montrose,0.72,0.28,19848,0.69,0.31,24457
Colorado,CO,Morgan,0.72,0.28,11296,0.71,0.29,13469
Colorado,CO,Otero,0.63,0.37,7871,0.61,0.39,9361
Colorado,CO,Ouray,0.44,0.56,3048,0.4,0.6,3942
Colorado,CO,Park,0.64,0.36,9556,0.59,0.41,11894
Colorado,CO,Phillips,0.8,0.2,2227,0.8,0.2,2444
Colorado,CO,Pitkin,0.26,0.74,9883,0.24,0.76,11769
Colorado,CO,Prowers,0.75,0.25,4717,0.73,0.27,5466
Colorado,CO,Pueblo,0.5,0.5,72140,0.49,0.51,86024
Colorado,CO,Rio Blanco,0.86,0.14,3227,0.85,0.15,3622
Colorado,CO,Rio Grande,0.61,0.39,5086,0.59,0.41,6155
Colorado,CO,Routt,0.41,0.59,12830,0.36,0.64,16507
Colorado,CO,Saguache,0.45,0.55,2564,0.43,0.57,3297
Colorado,CO,San Juan,0.45,0.55,480,0.37,0.63,544
Colorado,CO,San Miguel,0.26,0.74,4008,0.22,0.78,5060
Colorado,CO,Sedgwick,0.79,0.21,1282,0.79,0.21,1422
Colorado,CO,Summit,0.35,0.65,14657,0.3,0.7,17953
Colorado,CO,Teller,0.73,0.27,13348,0.68,0.32,16519
Colorado,CO,Washington,0.89,0.11,2595,0.88,0.12,2964
Colorado,CO,Weld,0.62,0.38,123170,0.59,0.41,162205
Colorado,CO,Yuma,0.84,0.16,4576,0.84,0.16,4892
Connecticut,CT,Fairfield,0.4,0.6,403929,0.36,0.64,465950
Connecticut,CT,Hartford,0.38,0.62,388576,0.36,0.64,442392
Connecticut,CT,Litchfield,0.57,0.43,92826,0.53,0.47,105765
Connecticut,CT,Middlesex,0.46,0.54,84224,0.42,0.58,97513
Connecticut,CT,New Haven,0.44,0.56,364657,0.41,0.59,412523
Connecticut,CT,New London,0.46,0.54,116336,0.42,0.58,136569
Connecticut,CT,Tolland,0.47,0.53,72700,0.44,0.56,78989
Connecticut,CT,Windham,0.54,0.46,47539,0.52,0.48,55847
Delaware,DE,Kent,0.53,0.47,70342,0.48,0.52,85561
Delaware,DE,New Castle,0.34,0.66,248444,0.31,0.69,283398
Delaware,DE,Sussex,0.61,0.39,101944,0.56,0.44,127912
District Of Columbia,DC,District Of Columbia,0.04,0.96,295553,0.06,0.94,335909
Florida,FL,Alachua,0.38,0.62,122654,0.36,0.64,140676
Florida,FL,Baker,0.83,0.17,12406,0.85,0.15,13948
Florida,FL,Bay,0.74,0.26,83991,0.72,0.28,91711
Florida,FL,Bradford,0.75,0.25,11837,0.77,0.23,13494
Florida,FL,Brevard,0.6,0.4,301527,0.58,0.42,356432
Florida,FL,Broward,0.32,0.68,814271,0.35,0.65,952161
Florida,FL,Calhoun,0.79,0.21,5896,0.81,0.19,6483
Florida,FL,Charlotte,0.64,0.36,93663,0.63,0.37,115516
Florida,FL,Citrus,0.7,0.3,77245,0.71,0.29,92444
Florida,FL,Clay,0.73,0.27,102785,0.69,0.31,122797
Florida,FL,Collier,0.63,0.37,166508,0.62,0.38,206571
Florida,FL,Columbia,0.73,0.27,27969,0.73,0.27,32750
Florida,FL,Desoto,0.64,0.36,10559,0.66,0.34,12572
Florida,FL,Dixie,0.82,0.18,7092,0.83,0.17,8124
Florida,FL,Duval,0.51,0.49,417376,0.48,0.52,486318
Florida,FL,Escambia,0.61,0.39,146269,0.58,0.42,167603
Florida,FL,Flagler,0.61,0.39,55876,0.6,0.4,71204
Florida,FL,Franklin,0.7,0.3,5869,0.69,0.31,6795
Florida,FL,Gadsden,0.31,0.69,21748,0.32,0.68,23618
Florida,FL,Gilchrist,0.82,0.18,8198,0.82,0.18,9595
Florida,FL,Glades,0.7,0.3,4267,0.73,0.27,5167
Florida,FL,Gulf,0.76,0.24,7049,0.75,0.25,8098
Florida,FL,Hamilton,0.64,0.36,5347,0.66,0.34,5778
Florida,FL,Hardee,0.71,0.29,7391,0.73,0.27,8420
Florida,FL,Hendry,0.57,0.43,10810,0.62,0.38,12835
Florida,FL,Hernando,0.65,0.35,90765,0.65,0.35,107931
Florida,FL,Highlands,0.66,0.34,44502,0.67,0.33,51811
Florida,FL,Hillsborough,0.46,0.54,574766,0.47,0.53,703765
Florida,FL,Holmes,0.9,0.1,8336,0.9,0.1,9004
Florida,FL,Indian River,0.63,0.37,77663,0.61,0.39,96716
Florida,FL,Jackson,0.69,0.31,20654,0.7,0.3,22254
Florida,FL,Jefferson,0.53,0.47,7471,0.53,0.47,8376
Florida,FL,Lafayette,0.84,0.16,3327,0.86,0.14,3638
Florida,FL,Lake,0.62,0.38,165026,0.6,0.4,209364
Florida,FL,Lee,0.61,0.39,316459,0.6,0.4,390942
Florida,FL,Leon,0.37,0.63,145889,0.36,0.64,160970
Florida,FL,Levy,0.73,0.27,18876,0.73,0.27,22954
Florida,FL,Liberty,0.8,0.2,3194,0.8,0.2,3540
Florida,FL,Madison,0.58,0.42,8377,0.6,0.4,9323
Florida,FL,Manatee,0.59,0.41,173168,0.58,0.42,215153
Florida,FL,Marion,0.63,0.37,169874,0.63,0.37,202684
Florida,FL,Martin,0.64,0.36,83389,0.62,0.38,98061
Florida,FL,Miami-Dade,0.35,0.65,958145,0.46,0.54,1150697
Florida,FL,Monroe,0.54,0.46,40875,0.54,0.46,47574
Florida,FL,Nassau,0.76,0.24,45135,0.73,0.27,58130
Florida,FL,Okaloosa,0.75,0.25,95673,0.7,0.3,114046
Florida,FL,Okeechobee,0.7,0.3,13315,0.72,0.28,15860
Florida,FL,Orange,0.37,0.63,525110,0.38,0.62,640412
Florida,FL,Osceola,0.37,0.63,135759,0.43,0.57,170777
Florida,FL,Palm Beach,0.42,0.58,647075,0.44,0.56,768283
Florida,FL,Pasco,0.61,0.39,232243,0.6,0.4,298694
Florida,FL,Pinellas,0.51,0.49,472902,0.5,0.5,553659
Florida,FL,Polk,0.57,0.43,274863,0.57,0.43,339635
Florida,FL,Putnam,0.69,0.31,32232,0.71,0.29,36041
Florida,FL,Santa Rosa,0.78,0.22,83803,0.74,0.26,104997
Florida,FL,Sarasota,0.56,0.44,222308,0.55,0.45,268480
Florida,FL,Seminole,0.51,0.49,215357,0.49,0.51,257769
Florida,FL,St. Johns,0.67,0.33,131783,0.63,0.37,174796
Florida,FL,St. Lucie,0.51,0.49,137170,0.51,0.49,170968
