year,state,state_po,county_name,candidate,party,candidatevotes,totalvotes,percentile
2016,SOUTH CAROLINA,SC,WILLIAMSBURG,DONALD TRUMP,REPUBLICAN,4864,15054,0.323103494
2016,SOUTH CAROLINA,SC,WILLIAMSBURG,HILLARY CLINTON,DEMOCRAT,9953,15054,0.661153182
2020,SOUTH CAROLINA,SC,WILLIAMSBURG,DONALD J TRUMP,REPUBLICAN,9,15985,0.000563028
2020,SOUTH CAROLINA,SC,WILLIAMSBURG,DONALD J TRUMP,REPUBLICAN,317,15985,0.019831092
2020,SOUTH CAROLINA,SC,WILLIAMSBURG,DONALD J TRUMP,REPUBLICAN,2023,15985,0.126556146
2020,SOUTH CAROLINA,SC,WILLIAMSBURG,DONALD J TRUMP,REPUBLICAN,3183,15985,0.199124179
2020,SOUTH CAROLINA,SC,WILLIAMSBURG,JOSEPH R BIDEN JR,DEMOCRAT,7,15985,0.000437911
2020,SOUTH CAROLINA,SC,WILLIAMSBURG,JOSEPH R BIDEN JR,DEMOCRAT,1587,15985,0.099280576
2020,SOUTH CAROLINA,SC,WILLIAMSBURG,JOSEPH R BIDEN JR,DEMOCRAT,3293,15985,0.20600563
2020,SOUTH CAROLINA,SC,WILLIAMSBURG,JOSEPH R BIDEN JR,DEMOCRAT,5402,15985,0.33794182
2016,SOUTH CAROLINA,SC,YORK,DONALD TRUMP,REPUBLICAN,66754,114357,0.583733396
2016,SOUTH CAROLINA,SC,YORK,HILLARY CLINTON,DEMOCRAT,41593,114357,0.363711885
2020,SOUTH CAROLINA,SC,YORK,DONALD J TRUMP,REPUBLICAN,50,144050,0.000347102
2020,SOUTH CAROLINA,SC,YORK,DONALD J TRUMP,REPUBLICAN,255,144050,0.001770219
2020,SOUTH CAROLINA,SC,YORK,DONALD J TRUMP,REPUBLICAN,298,144050,0.002068726
2020,SOUTH CAROLINA,SC,YORK,DONALD J TRUMP,REPUBLICAN,8807,144050,0.061138494
2020,SOUTH CAROLINA,SC,YORK,DONALD J TRUMP,REPUBLICAN,23606,144050,0.163873655
2020,SOUTH CAROLINA,SC,YORK,DONALD J TRUMP,REPUBLICAN,49711,144050,0.345095453
2020,SOUTH CAROLINA,SC,YORK,JOSEPH R BIDEN JR,DEMOCRAT,18,144050,0.000124957
2020,SOUTH CAROLINA,SC,YORK,JOSEPH R BIDEN JR,DEMOCRAT,133,144050,0.000923291
2020,SOUTH CAROLINA,SC,YORK,JOSEPH R BIDEN JR,DEMOCRAT,176,144050,0.001221798
2020,SOUTH CAROLINA,SC,YORK,JOSEPH R BIDEN JR,DEMOCRAT,13656,144050,0.094800417
2020,SOUTH CAROLINA,SC,YORK,JOSEPH R BIDEN JR,DEMOCRAT,22075,144050,0.153245401
2020,SOUTH CAROLINA,SC,YORK,JOSEPH R BIDEN JR,DEMOCRAT,22950,144050,0.159319681
2016,SOUTH DAKOTA,SD,AURORA,DONALD TRUMP,REPUBLICAN,974,1407,0.692253021
2016,SOUTH DAKOTA,SD,AURORA,HILLARY CLINTON,DEMOCRAT,340,1407,0.241648898
2020,SOUTH DAKOTA,SD,AURORA,DONALD J TRUMP,REPUBLICAN,1052,1405,0.748754448
2020,SOUTH DAKOTA,SD,AURORA,JOSEPH R BIDEN JR,DEMOCRAT,317,1405,0.225622776
2016,SOUTH DAKOTA,SD,BEADLE,DONALD TRUMP,REPUBLICAN,4455,6772,0.657855877
2016,SOUTH DAKOTA,SD,BEADLE,HILLARY CLINTON,DEMOCRAT,1912,6772,0.282339043
2020,SOUTH DAKOTA,SD,BEADLE,DONALD J TRUMP,REPUBLICAN,4808,7081,0.679000141
2020,SOUTH DAKOTA,SD,BEADLE,JOSEPH R BIDEN JR,DEMOCRAT,2107,7081,0.297556842
2016,SOUTH DAKOTA,SD,BENNETT,DONALD TRUMP,REPUBLICAN,666,1149,0.579634465
2016,SOUTH DAKOTA,SD,BENNETT,HILLARY CLINTON,DEMOCRAT,412,1149,0.358572672
2020,SOUTH DAKOTA,SD,BENNETT,DONALD J TRUMP,REPUBLICAN,694,1183,0.586644125
2020,SOUTH DAKOTA,SD,BENNETT,JOSEPH R BIDEN JR,DEMOCRAT,466,1183,0.393913779
2016,SOUTH DAKOTA,SD,BON HOMME,DONALD TRUMP,REPUBLICAN,2105,2974,0.707800941
2016,SOUTH DAKOTA,SD,BON HOMME,HILLARY CLINTON,DEMOCRAT,704,2974,0.236718225
2020,SOUTH DAKOTA,SD,BON HOMME,DONALD J TRUMP,REPUBLICAN,2235,3001,0.744751749
2020,SOUTH DAKOTA,SD,BON HOMME,JOSEPH R BIDEN JR,DEMOCRAT,721,3001,0.240253249
2016,SOUTH DAKOTA,SD,BROOKINGS,DONALD TRUMP,REPUBLICAN,6748,12680,0.532176656
2016,SOUTH DAKOTA,SD,BROOKINGS,HILLARY CLINTON,DEMOCRAT,4879,12680,0.38477918
2020,SOUTH DAKOTA,SD,BROOKINGS,DONALD J TRUMP,REPUBLICAN,8000,14567,0.549186517
2020,SOUTH DAKOTA,SD,BROOKINGS,JOSEPH R BIDEN JR,DEMOCRAT,6110,14567,0.419441203
2016,SOUTH DAKOTA,SD,BROWN,DONALD TRUMP,REPUBLICAN,9613,16114,0.596561996
2016,SOUTH DAKOTA,SD,BROWN,HILLARY CLINTON,DEMOCRAT,5452,16114,0.338339332
2020,SOUTH DAKOTA,SD,BROWN,DONALD J TRUMP,REPUBLICAN,10580,17547,0.602952072
2020,SOUTH DAKOTA,SD,BROWN,JOSEPH R BIDEN JR,DEMOCRAT,6538,17547,0.372599305
2016,SOUTH DAKOTA,SD,BRULE,DONALD TRUMP,REPUBLICAN,1565,2288,0.684003497
2016,SOUTH DAKOTA,SD,BRULE,HILLARY CLINTON,DEMOCRAT,571,2288,0.249562937
2020,SOUTH DAKOTA,SD,BRULE,DONALD J TRUMP,REPUBLICAN,1750,2490,0.702811245
2020,SOUTH DAKOTA,SD,BRULE,JOSEPH R BIDEN JR,DEMOCRAT,673,2490,0.270281124
2016,SOUTH DAKOTA,SD,BUFFALO,DONALD TRUMP,REPUBLICAN,171,490,0.348979592
2016,SOUTH DAKOTA,SD,BUFFALO,HILLARY CLINTON,DEMOCRAT,296,490,0.604081633
2020,SOUTH DAKOTA,SD,BUFFALO,DONALD J TRUMP,REPUBLICAN,183,549,0.333333333
2020,SOUTH DAKOTA,SD,BUFFALO,JOSEPH R BIDEN JR,DEMOCRAT,352,549,0.641165756
2016,SOUTH DAKOTA,SD,BUTTE,DONALD TRUMP,REPUBLICAN,3357,4351,0.771546771
2016,SOUTH DAKOTA,SD,BUTTE,HILLARY CLINTON,DEMOCRAT,696,4351,0.159963227
2020,SOUTH DAKOTA,SD,BUTTE,DONALD J TRUMP,REPUBLICAN,3731,4802,0.77696793
2020,SOUTH DAKOTA,SD,BUTTE,JOSEPH R BIDEN JR,DEMOCRAT,939,4802,0.195543524
2016,SOUTH DAKOTA,SD,CAMPBELL,DONALD TRUMP,REPUBLICAN,704,831,0.847172082
2016,SOUTH DAKOTA,SD,CAMPBELL,HILLARY CLINTON,DEMOCRAT,105,831,0.126353791
2020,SOUTH DAKOTA,SD,CAMPBELL,DONALD J TRUMP,REPUBLICAN,747,873,0.855670103
2020,SOUTH DAKOTA,SD,CAMPBELL,JOSEPH R BIDEN JR,DEMOCRAT,117,873,0.134020619
2016,SOUTH DAKOTA,SD,CHARLES MIX,DONALD TRUMP,REPUBLICAN,2382,3433,0.693853772
2016,SOUTH DAKOTA,SD,CHARLES MIX,HILLARY CLINTON,DEMOCRAT,935,3433,0.272356539
2020,SOUTH DAKOTA,SD,CHARLES MIX,DONALD J TRUMP,REPUBLICAN,2552,3783,0.674596881
2020,SOUTH DAKOTA,SD,CHARLES MIX,JOSEPH R BIDEN JR,DEMOCRAT,1177,3783,0.311128734
2016,SOUTH DAKOTA,SD,CLARK,DONALD TRUMP,REPUBLICAN,1139,1657,0.687386844
2016,SOUTH DAKOTA,SD,CLARK,HILLARY CLINTON,DEMOCRAT,398,1657,0.24019312
2020,SOUTH DAKOTA,SD,CLARK,DONALD J TRUMP,REPUBLICAN,1373,1850,0.742162162
2020,SOUTH DAKOTA,SD,CLARK,JOSEPH R BIDEN JR,DEMOCRAT,437,1850,0.236216216
2016,SOUTH DAKOTA,SD,CLAY,DONALD TRUMP,REPUBLICAN,2109,5069,0.416058394
2016,SOUTH DAKOTA,SD,CLAY,HILLARY CLINTON,DEMOCRAT,2608,5069,0.514499901
2020,SOUTH DAKOTA,SD,CLAY,DONALD J TRUMP,REPUBLICAN,2456,5698,0.431028431
2020,SOUTH DAKOTA,SD,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,3083,5698,0.541067041
2016,SOUTH DAKOTA,SD,CODINGTON,DONALD TRUMP,REPUBLICAN,7764,11669,0.665352644
2016,SOUTH DAKOTA,SD,CODINGTON,HILLARY CLINTON,DEMOCRAT,3174,11669,0.272002742
2020,SOUTH DAKOTA,SD,CODINGTON,DONALD J TRUMP,REPUBLICAN,8958,13161,0.680647367
2020,SOUTH DAKOTA,SD,CODINGTON,JOSEPH R BIDEN JR,DEMOCRAT,3837,13161,0.291543196
2016,SOUTH DAKOTA,SD,CORSON,DONALD TRUMP,REPUBLICAN,588,1175,0.500425532
2016,SOUTH DAKOTA,SD,CORSON,HILLARY CLINTON,DEMOCRAT,535,1175,0.455319149
2020,SOUTH DAKOTA,SD,CORSON,DONALD J TRUMP,REPUBLICAN,647,1283,0.504286828
2020,SOUTH DAKOTA,SD,CORSON,JOSEPH R BIDEN JR,DEMOCRAT,622,1283,0.484801247
2016,SOUTH DAKOTA,SD,CUSTER,DONALD TRUMP,REPUBLICAN,3293,4721,0.697521712
2016,SOUTH DAKOTA,SD,CUSTER,HILLARY CLINTON,DEMOCRAT,1121,4721,0.237449693
2020,SOUTH DAKOTA,SD,CUSTER,DONALD J TRUMP,REPUBLICAN,3852,5494,0.701128504
2020,SOUTH DAKOTA,SD,CUSTER,JOSEPH R BIDEN JR,DEMOCRAT,1522,5494,0.277029487
2016,SOUTH DAKOTA,SD,DAVISON,DONALD TRUMP,REPUBLICAN,5157,7952,0.648516097
2016,SOUTH DAKOTA,SD,DAVISON,HILLARY CLINTON,DEMOCRAT,2355,7952,0.296151911
2020,SOUTH DAKOTA,SD,DAVISON,DONALD J TRUMP,REPUBLICAN,5613,8454,0.663946061
2020,SOUTH DAKOTA,SD,DAVISON,JOSEPH R BIDEN JR,DEMOCRAT,2648,8454,0.313224509
2016,SOUTH DAKOTA,SD,DAY,DONALD TRUMP,REPUBLICAN,1627,2747,0.59228249
2016,SOUTH DAKOTA,SD,DAY,HILLARY CLINTON,DEMOCRAT,974,2747,0.35456862
2020,SOUTH DAKOTA,SD,DAY,DONALD J TRUMP,REPUBLICAN,1869,2964,0.630566802
2020,SOUTH DAKOTA,SD,DAY,JOSEPH R BIDEN JR,DEMOCRAT,1052,2964,0.354925776
2016,SOUTH DAKOTA,SD,DEUEL,DONALD TRUMP,REPUBLICAN,1366,2080,0.656730769
2016,SOUTH DAKOTA,SD,DEUEL,HILLARY CLINTON,DEMOCRAT,570,2080,0.274038462
2020,SOUTH DAKOTA,SD,DEUEL,DONALD J TRUMP,REPUBLICAN,1699,2350,0.722978723
2020,SOUTH DAKOTA,SD,DEUEL,JOSEPH R BIDEN JR,DEMOCRAT,609,2350,0.259148936
2016,SOUTH DAKOTA,SD,DEWEY,DONALD TRUMP,REPUBLICAN,723,1708,0.423302108
2016,SOUTH DAKOTA,SD,DEWEY,HILLARY CLINTON,DEMOCRAT,888,1708,0.519906323
2020,SOUTH DAKOTA,SD,DEWEY,DONALD J TRUMP,REPUBLICAN,790,1966,0.401831129
2020,SOUTH DAKOTA,SD,DEWEY,JOSEPH R BIDEN JR,DEMOCRAT,1131,1966,0.575279756
2016,SOUTH DAKOTA,SD,DOUGLAS,DONALD TRUMP,REPUBLICAN,1338,1605,0.83364486
2016,SOUTH DAKOTA,SD,DOUGLAS,HILLARY CLINTON,DEMOCRAT,214,1605,0.133333333
2020,SOUTH DAKOTA,SD,DOUGLAS,DONALD J TRUMP,REPUBLICAN,1468,1707,0.859988284
2020,SOUTH DAKOTA,SD,DOUGLAS,JOSEPH R BIDEN JR,DEMOCRAT,216,1707,0.126537786
2016,SOUTH DAKOTA,SD,EDMUNDS,DONALD TRUMP,REPUBLICAN,1433,1918,0.74713243
2016,SOUTH DAKOTA,SD,EDMUNDS,HILLARY CLINTON,DEMOCRAT,380,1918,0.198123045
2020,SOUTH DAKOTA,SD,EDMUNDS,DONALD J TRUMP,REPUBLICAN,1538,1985,0.774811083
2020,SOUTH DAKOTA,SD,EDMUNDS,JOSEPH R BIDEN JR,DEMOCRAT,417,1985,0.210075567
2016,SOUTH DAKOTA,SD,FALL RIVER,DONALD TRUMP,REPUBLICAN,2511,3563,0.704743194
2016,SOUTH DAKOTA,SD,FALL RIVER,HILLARY CLINTON,DEMOCRAT,821,3563,0.2304238
2020,SOUTH DAKOTA,SD,FALL RIVER,DONALD J TRUMP,REPUBLICAN,2878,4042,0.712023751
2020,SOUTH DAKOTA,SD,FALL RIVER,JOSEPH R BIDEN JR,DEMOCRAT,1053,4042,0.260514597
2016,SOUTH DAKOTA,SD,FAULK,DONALD TRUMP,REPUBLICAN,858,1118,0.76744186
2016,SOUTH DAKOTA,SD,FAULK,HILLARY CLINTON,DEMOCRAT,204,1118,0.182468694
2020,SOUTH DAKOTA,SD,FAULK,DONALD J TRUMP,REPUBLICAN,964,1182,0.815566836
2020,SOUTH DAKOTA,SD,FAULK,JOSEPH R BIDEN JR,DEMOCRAT,198,1182,0.16751269
2016,SOUTH DAKOTA,SD,GRANT,DONALD TRUMP,REPUBLICAN,2382,3564,0.668350168
2016,SOUTH DAKOTA,SD,GRANT,HILLARY CLINTON,DEMOCRAT,971,3564,0.272446689
2020,SOUTH DAKOTA,SD,GRANT,DONALD J TRUMP,REPUBLICAN,2618,3745,0.699065421
2020,SOUTH DAKOTA,SD,GRANT,JOSEPH R BIDEN JR,DEMOCRAT,1056,3745,0.281975968
2016,SOUTH DAKOTA,SD,GREGORY,DONALD TRUMP,REPUBLICAN,1600,2091,0.765184122
2016,SOUTH DAKOTA,SD,GREGORY,HILLARY CLINTON,DEMOCRAT,391,2091,0.18699187
2020,SOUTH DAKOTA,SD,GREGORY,DONALD J TRUMP,REPUBLICAN,1771,2258,0.784322409
2020,SOUTH DAKOTA,SD,GREGORY,JOSEPH R BIDEN JR,DEMOCRAT,455,2258,0.201505757
2016,SOUTH DAKOTA,SD,HAAKON,DONALD TRUMP,REPUBLICAN,936,1044,0.896551724
2016,SOUTH DAKOTA,SD,HAAKON,HILLARY CLINTON,DEMOCRAT,77,1044,0.073754789
2020,SOUTH DAKOTA,SD,HAAKON,DONALD J TRUMP,REPUBLICAN,1026,1137,0.90237467
2020,SOUTH DAKOTA,SD,HAAKON,JOSEPH R BIDEN JR,DEMOCRAT,105,1137,0.092348285
2016,SOUTH DAKOTA,SD,HAMLIN,DONALD TRUMP,REPUBLICAN,2051,2762,0.742577842
2016,SOUTH DAKOTA,SD,HAMLIN,HILLARY CLINTON,DEMOCRAT,555,2762,0.200941347
2020,SOUTH DAKOTA,SD,HAMLIN,DONALD J TRUMP,REPUBLICAN,2372,3083,0.769380474
2020,SOUTH DAKOTA,SD,HAMLIN,JOSEPH R BIDEN JR,DEMOCRAT,647,3083,0.209860525
2016,SOUTH DAKOTA,SD,HAND,DONALD TRUMP,REPUBLICAN,1391,1818,0.765126513
2016,SOUTH DAKOTA,SD,HAND,HILLARY CLINTON,DEMOCRAT,334,1818,0.183718372
2020,SOUTH DAKOTA,SD,HAND,DONALD J TRUMP,REPUBLICAN,1433,1836,0.780501089
2020,SOUTH DAKOTA,SD,HAND,JOSEPH R BIDEN JR,DEMOCRAT,373,1836,0.203159041
2016,SOUTH DAKOTA,SD,HANSON,DONALD TRUMP,REPUBLICAN,1497,2006,0.746261216
2016,SOUTH DAKOTA,SD,HANSON,HILLARY CLINTON,DEMOCRAT,424,2006,0.211365902
2020,SOUTH DAKOTA,SD,HANSON,DONALD J TRUMP,REPUBLICAN,1793,2388,0.750837521
2020,SOUTH DAKOTA,SD,HANSON,JOSEPH R BIDEN JR,DEMOCRAT,557,2388,0.233249581
2016,SOUTH DAKOTA,SD,HARDING,DONALD TRUMP,REPUBLICAN,695,770,0.902597403
2016,SOUTH DAKOTA,SD,HARDING,HILLARY CLINTON,DEMOCRAT,38,770,0.049350649
2020,SOUTH DAKOTA,SD,HARDING,DONALD J TRUMP,REPUBLICAN,748,813,0.9200492
2020,SOUTH DAKOTA,SD,HARDING,JOSEPH R BIDEN JR,DEMOCRAT,49,813,0.060270603
2016,SOUTH DAKOTA,SD,HUGHES,DONALD TRUMP,REPUBLICAN,5174,8175,0.632905199
2016,SOUTH DAKOTA,SD,HUGHES,HILLARY CLINTON,DEMOCRAT,2450,8175,0.29969419
2020,SOUTH DAKOTA,SD,HUGHES,DONALD J TRUMP,REPUBLICAN,5522,8723,0.633039092
2020,SOUTH DAKOTA,SD,HUGHES,JOSEPH R BIDEN JR,DEMOCRAT,2953,8723,0.338530322
2016,SOUTH DAKOTA,SD,HUTCHINSON,DONALD TRUMP,REPUBLICAN,2517,3365,0.747994056
2016,SOUTH DAKOTA,SD,HUTCHINSON,HILLARY CLINTON,DEMOCRAT,692,3365,0.20564636
2020,SOUTH DAKOTA,SD,HUTCHINSON,DONALD J TRUMP,REPUBLICAN,2944,3767,0.781523759
2020,SOUTH DAKOTA,SD,HUTCHINSON,JOSEPH R BIDEN JR,DEMOCRAT,762,3767,0.202282984
2016,SOUTH DAKOTA,SD,HYDE,DONALD TRUMP,REPUBLICAN,543,690,0.786956522
2016,SOUTH DAKOTA,SD,HYDE,HILLARY CLINTON,DEMOCRAT,125,690,0.18115942
2020,SOUTH DAKOTA,SD,HYDE,DONALD J TRUMP,REPUBLICAN,564,710,0.794366197
2020,SOUTH DAKOTA,SD,HYDE,JOSEPH R BIDEN JR,DEMOCRAT,136,710,0.191549296
2016,SOUTH DAKOTA,SD,JACKSON,DONALD TRUMP,REPUBLICAN,722,1095,0.659360731
2016,SOUTH DAKOTA,SD,JACKSON,HILLARY CLINTON,DEMOCRAT,323,1095,0.294977169
2020,SOUTH DAKOTA,SD,JACKSON,DONALD J TRUMP,REPUBLICAN,738,1115,0.661883408
2020,SOUTH DAKOTA,SD,JACKSON,JOSEPH R BIDEN JR,DEMOCRAT,359,1115,0.321973094
2016,SOUTH DAKOTA,SD,JERAULD,DONALD TRUMP,REPUBLICAN,648,967,0.670113754
2016,SOUTH DAKOTA,SD,JERAULD,HILLARY CLINTON,DEMOCRAT,264,967,0.273009307
2020,SOUTH DAKOTA,SD,JERAULD,DONALD J TRUMP,REPUBLICAN,721,1006,0.716699801
2020,SOUTH DAKOTA,SD,JERAULD,JOSEPH R BIDEN JR,DEMOCRAT,270,1006,0.268389662
2016,SOUTH DAKOTA,SD,JONES,DONALD TRUMP,REPUBLICAN,450,558,0.806451613
2016,SOUTH DAKOTA,SD,JONES,HILLARY CLINTON,DEMOCRAT,69,558,0.123655914
2020,SOUTH DAKOTA,SD,JONES,DONALD J TRUMP,REPUBLICAN,498,599,0.831385643
2020,SOUTH DAKOTA,SD,JONES,JOSEPH R BIDEN JR,DEMOCRAT,90,599,0.150250417
2016,SOUTH DAKOTA,SD,KINGSBURY,DONALD TRUMP,REPUBLICAN,1680,2551,0.658565269
2016,SOUTH DAKOTA,SD,KINGSBURY,HILLARY CLINTON,DEMOCRAT,703,2551,0.275578205
2020,SOUTH DAKOTA,SD,KINGSBURY,DONALD J TRUMP,REPUBLICAN,1904,2779,0.685138539
2020,SOUTH DAKOTA,SD,KINGSBURY,JOSEPH R BIDEN JR,DEMOCRAT,819,2779,0.294710327
2016,SOUTH DAKOTA,SD,LAKE,DONALD TRUMP,REPUBLICAN,4038,6786,0.59504863
2016,SOUTH DAKOTA,SD,LAKE,HILLARY CLINTON,DEMOCRAT,2314,6786,0.340996169
2020,SOUTH DAKOTA,SD,LAKE,DONALD J TRUMP,REPUBLICAN,3681,5873,0.626766559
2020,SOUTH DAKOTA,SD,LAKE,JOSEPH R BIDEN JR,DEMOCRAT,2068,5873,0.352119871
2016,SOUTH DAKOTA,SD,LAWRENCE,DONALD TRUMP,REPUBLICAN,7411,11842,0.625823341
2016,SOUTH DAKOTA,SD,LAWRENCE,HILLARY CLINTON,DEMOCRAT,3356,11842,0.283398075
2020,SOUTH DAKOTA,SD,LAWRENCE,DONALD J TRUMP,REPUBLICAN,8753,13828,0.632991033
2020,SOUTH DAKOTA,SD,LAWRENCE,JOSEPH R BIDEN JR,DEMOCRAT,4537,13828,0.328102401
2016,SOUTH DAKOTA,SD,LINCOLN,DONALD TRUMP,REPUBLICAN,15499,25231,0.614284016
2016,SOUTH DAKOTA,SD,LINCOLN,HILLARY CLINTON,DEMOCRAT,8076,25231,0.320082438
2020,SOUTH DAKOTA,SD,LINCOLN,DONALD J TRUMP,REPUBLICAN,19617,32396,0.605537721
2020,SOUTH DAKOTA,SD,LINCOLN,JOSEPH R BIDEN JR,DEMOCRAT,11981,32396,0.369829609
2016,SOUTH DAKOTA,SD,LYMAN,DONALD TRUMP,REPUBLICAN,977,1421,0.687543983
2016,SOUTH DAKOTA,SD,LYMAN,HILLARY CLINTON,DEMOCRAT,369,1421,0.259676284
2020,SOUTH DAKOTA,SD,LYMAN,DONALD J TRUMP,REPUBLICAN,1042,1597,0.652473388
2020,SOUTH DAKOTA,SD,LYMAN,JOSEPH R BIDEN JR,DEMOCRAT,525,1597,0.32874139
2016,SOUTH DAKOTA,SD,MCCOOK,DONALD TRUMP,REPUBLICAN,1794,2587,0.693467337
2016,SOUTH DAKOTA,SD,MCCOOK,HILLARY CLINTON,DEMOCRAT,623,2587,0.240819482
2020,SOUTH DAKOTA,SD,MCCOOK,DONALD J TRUMP,REPUBLICAN,2068,2900,0.713103448
2020,SOUTH DAKOTA,SD,MCCOOK,JOSEPH R BIDEN JR,DEMOCRAT,769,2900,0.265172414
2016,SOUTH DAKOTA,SD,MCPHERSON,DONALD TRUMP,REPUBLICAN,892,1137,0.784520668
2016,SOUTH DAKOTA,SD,MCPHERSON,HILLARY CLINTON,DEMOCRAT,192,1137,0.168865435
2020,SOUTH DAKOTA,SD,MCPHERSON,DONALD J TRUMP,REPUBLICAN,1075,1324,0.811933535
2020,SOUTH DAKOTA,SD,MCPHERSON,JOSEPH R BIDEN JR,DEMOCRAT,222,1324,0.167673716
2016,SOUTH DAKOTA,SD,MARSHALL,DONALD TRUMP,REPUBLICAN,1056,1947,0.542372881
2016,SOUTH DAKOTA,SD,MARSHALL,HILLARY CLINTON,DEMOCRAT,754,1947,0.387262455
2020,SOUTH DAKOTA,SD,MARSHALL,DONALD J TRUMP,REPUBLICAN,1287,2178,0.590909091
2020,SOUTH DAKOTA,SD,MARSHALL,JOSEPH R BIDEN JR,DEMOCRAT,858,2178,0.393939394
2016,SOUTH DAKOTA,SD,MEADE,DONALD TRUMP,REPUBLICAN,8441,11621,0.726357456
2016,SOUTH DAKOTA,SD,MEADE,HILLARY CLINTON,DEMOCRAT,2223,11621,0.191291627
2020,SOUTH DAKOTA,SD,MEADE,DONALD J TRUMP,REPUBLICAN,9875,13670,0.722384784
2020,SOUTH DAKOTA,SD,MEADE,JOSEPH R BIDEN JR,DEMOCRAT,3285,13670,0.240307242
2016,SOUTH DAKOTA,SD,MELLETTE,DONALD TRUMP,REPUBLICAN,402,683,0.588579795
2016,SOUTH DAKOTA,SD,MELLETTE,HILLARY CLINTON,DEMOCRAT,238,683,0.348462665
2020,SOUTH DAKOTA,SD,MELLETTE,DONALD J TRUMP,REPUBLICAN,449,769,0.583875163
2020,SOUTH DAKOTA,SD,MELLETTE,JOSEPH R BIDEN JR,DEMOCRAT,298,769,0.387516255
2016,SOUTH DAKOTA,SD,MINER,DONALD TRUMP,REPUBLICAN,706,1064,0.663533835
2016,SOUTH DAKOTA,SD,MINER,HILLARY CLINTON,DEMOCRAT,281,1064,0.264097744
2020,SOUTH DAKOTA,SD,MINER,DONALD J TRUMP,REPUBLICAN,787,1138,0.691564148
2020,SOUTH DAKOTA,SD,MINER,JOSEPH R BIDEN JR,DEMOCRAT,320,1138,0.281195079
2016,SOUTH DAKOTA,SD,MINNEHAHA,DONALD TRUMP,REPUBLICAN,42043,78263,0.537201487
2016,SOUTH DAKOTA,SD,MINNEHAHA,HILLARY CLINTON,DEMOCRAT,30610,78263,0.391117131
2020,SOUTH DAKOTA,SD,MINNEHAHA,DONALD J TRUMP,REPUBLICAN,49249,92326,0.533425037
2020,SOUTH DAKOTA,SD,MINNEHAHA,JOSEPH R BIDEN JR,DEMOCRAT,40482,92326,0.438468037
2016,SOUTH DAKOTA,SD,MOODY,DONALD TRUMP,REPUBLICAN,1731,2933,0.590180702
2016,SOUTH DAKOTA,SD,MOODY,HILLARY CLINTON,DEMOCRAT,1043,2933,0.355608592
2020,SOUTH DAKOTA,SD,MOODY,DONALD J TRUMP,REPUBLICAN,1951,3206,0.608546475
2020,SOUTH DAKOTA,SD,MOODY,JOSEPH R BIDEN JR,DEMOCRAT,1179,3206,0.367747973
2016,SOUTH DAKOTA,SD,OGLALA LAKOTA,DONALD TRUMP,REPUBLICAN,241,2905,0.082960413
2016,SOUTH DAKOTA,SD,OGLALA LAKOTA,HILLARY CLINTON,DEMOCRAT,2510,2905,0.864027539
2020,SOUTH DAKOTA,SD,OGLALA LAKOTA,DONALD J TRUMP,REPUBLICAN,297,3200,0.0928125
2020,SOUTH DAKOTA,SD,OGLALA LAKOTA,JOSEPH R BIDEN JR,DEMOCRAT,2829,3200,0.8840625
2016,SOUTH DAKOTA,SD,PENNINGTON,DONALD TRUMP,REPUBLICAN,29804,47743,0.624259054
2016,SOUTH DAKOTA,SD,PENNINGTON,HILLARY CLINTON,DEMOCRAT,14074,47743,0.29478667
2020,SOUTH DAKOTA,SD,PENNINGTON,DONALD J TRUMP,REPUBLICAN,35063,57518,0.609600473
2020,SOUTH DAKOTA,SD,PENNINGTON,JOSEPH R BIDEN JR,DEMOCRAT,20606,57518,0.358253069
2016,SOUTH DAKOTA,SD,PERKINS,DONALD TRUMP,REPUBLICAN,1333,1606,0.830012453
2016,SOUTH DAKOTA,SD,PERKINS,HILLARY CLINTON,DEMOCRAT,188,1606,0.117061021
2020,SOUTH DAKOTA,SD,PERKINS,DONALD J TRUMP,REPUBLICAN,1401,1669,0.839424805
2020,SOUTH DAKOTA,SD,PERKINS,JOSEPH R BIDEN JR,DEMOCRAT,239,1669,0.143199521
2016,SOUTH DAKOTA,SD,POTTER,DONALD TRUMP,REPUBLICAN,1071,1337,0.80104712
2016,SOUTH DAKOTA,SD,POTTER,HILLARY CLINTON,DEMOCRAT,215,1337,0.160807779
2020,SOUTH DAKOTA,SD,POTTER,DONALD J TRUMP,REPUBLICAN,1139,1380,0.825362319
2020,SOUTH DAKOTA,SD,POTTER,JOSEPH R BIDEN JR,DEMOCRAT,227,1380,0.164492754
2016,SOUTH DAKOTA,SD,ROBERTS,DONALD TRUMP,REPUBLICAN,2144,3889,0.551298534
2016,SOUTH DAKOTA,SD,ROBERTS,HILLARY CLINTON,DEMOCRAT,1540,3889,0.395988686
2020,SOUTH DAKOTA,SD,ROBERTS,DONALD J TRUMP,REPUBLICAN,2404,4307,0.558161133
2020,SOUTH DAKOTA,SD,ROBERTS,JOSEPH R BIDEN JR,DEMOCRAT,1828,4307,0.424425354
2016,SOUTH DAKOTA,SD,SANBORN,DONALD TRUMP,REPUBLICAN,819,1123,0.729296527
2016,SOUTH DAKOTA,SD,SANBORN,HILLARY CLINTON,DEMOCRAT,241,1123,0.21460374
